Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
grims2,sphereActivity,0.65,standard,1,2
grims2,sphereActivity,0.65,standard,2,4
grims2,sphereActivity,0.65,standard,3,2
grims2,sphereActivity,0.65,standard,4,3
grims2,sphereActivity,0.65,standard,5,3
grims2,sphereActivity,0.65,standard,6,3
grims2,sphereActivity,0.65,standard,7,4
grims2,sphereActivity,0.65,standard,8,3
grims2,sphereActivity,0.65,standard,9,1
grims2,sphereActivity,0.65,standard,10,4
pedro,sphereActivity,0.65,standard,1,3
pedro,sphereActivity,0.65,standard,3,1
pedro,sphereActivity,0.65,standard,4,4
xxx,sphereActivity,0.65,standard,1,3
xxx,sphereActivity,0.65,standard,2,3
xxx,sphereActivity,0.65,standard,3,3
xxx,sphereActivity,0.65,standard,4,3
xxx,sphereActivity,0.65,standard,5,2
xxx,sphereActivity,0.65,standard,6,4
slasto,sphereActivity,0.65,standard,2,3
slasto,sphereActivity,0.65,standard,3,3
slasto,sphereActivity,0.65,standard,4,2
slasto,sphereActivity,0.65,standard,6,2
slasto,sphereActivity,0.65,standard,7,4
slasto,sphereActivity,0.65,standard,8,4
minestra,sphereActivity,0.65,standard,1,2
minestra,sphereActivity,0.65,standard,2,1
minestra,sphereActivity,0.65,standard,3,2
minestra,sphereActivity,0.65,standard,4,2
minestra,sphereActivity,0.65,standard,5,3
minestra,sphereActivity,0.65,standard,6,3
dan,sphereActivity,0.65,standard,1,1
dan,sphereActivity,0.65,standard,2,2
dan,sphereActivity,0.65,standard,3,4
dan,sphereActivity,0.65,standard,4,2
dan,sphereActivity,0.65,standard,5,4
pabluccio,sphereActivity,0.65,standard,1,1
pabluccio,sphereActivity,0.65,standard,2,6
pabluccio,sphereActivity,0.65,standard,3,3
pabluccio,sphereActivity,0.65,standard,4,2
SADAX,sphereActivity,0.65,standard,1,4
SADAX,sphereActivity,0.65,standard,2,3
SADAX,sphereActivity,0.65,standard,3,1
grims,sphereActivity,0.65,standard,1,2
grims,sphereActivity,0.65,standard,2,1
grims,sphereActivity,0.65,standard,3,3
grims,sphereActivity,0.65,standard,4,3
grims,sphereActivity,0.65,standard,5,3
grims,sphereActivity,0.65,standard,6,3
Pa0l0l0,sphereActivity,0.65,standard,1,2
Pa0l0l0,sphereActivity,0.65,standard,2,3
Pa0l0l0,sphereActivity,0.65,standard,3,3
Pa0l0l0,sphereActivity,0.65,standard,4,3
Pa0l0l0,sphereActivity,0.65,standard,5,3
Pa0l0l0,sphereActivity,0.65,standard,6,3
peppe,sphereActivity,0.65,standard,1,4
peppe,sphereActivity,0.65,standard,2,2
peppe,sphereActivity,0.65,standard,3,2
bigw,sphereActivity,0.65,standard,1,4
bigw,sphereActivity,0.65,standard,2,3
bigw,sphereActivity,0.65,standard,3,2
bigw,sphereActivity,0.65,standard,4,3
bigw,sphereActivity,0.65,standard,5,3
bigw,sphereActivity,0.65,standard,7,3
qwe,sphereActivity,0.65,standard,1,4
qwe,sphereActivity,0.65,standard,2,4
qwe,sphereActivity,0.65,standard,3,4
qwe,sphereActivity,0.65,standard,4,2
qwe,sphereActivity,0.65,standard,6,4
ocran,sphereActivity,0.65,standard,1,2
ocran,sphereActivity,0.65,standard,2,3
ocran,sphereActivity,0.65,standard,3,3
